 chew,v./n.嚼；咀嚼,,,,,
 chic,n./a.漂亮(的)，时式(的),,,,,
 chief,n.领袖，部门主任 adj.主要的，首席的,,,,,
 chill,n./a./v.寒冷，扫兴的，(使)感冒,,,,,
 chin,n.下巴，颏,,,,,
 chip,"n.片屑，薄片；集成电路 v.削,铲,形成缺口",,,,,
 chisel,n./vt.凿子，錾子；凿，雕,,,,,
 choir,n.(教会的)歌唱队，唱诗班,,,,,
 choke,v.闷塞，压抑，闷死,,,,,
 chop,n./v.砍，劈；剁,,,,,
 chord,n.弦，和弦,,,,,
 chore,n.日常工作；琐碎烦人的杂务,,,,,
 chorus,n./vt.合唱；齐声说,,,,,
 christian,a./n.基督教的；基督教徒,,,,,
 chronic,a.(疾病)慢性的,,,,,
 chronological,a.按时间顺序的,,,,,
 chunk,n.厚块,,,,,
 circuit,n.周游；电路；协会,,,,,
 circulate,v.循环，流通,,,,,
 circumference,n.圆周，圆周长度,,,,,
 circumstance,n.情况，形势；环境；事件,,,,,
 circus,n.马戏表演；广场,,,,,
 cite,vt.引用，传讯；举例,,,,,
 civic,a.城市的；市民的,,,,,
 civilian,n./a.平民，民用的，民间的,,,,,
 claim,n.要求；款项；要求权；要求之物 v.宣称,,,,,
 clamp,n./v.螺丝钳，用钳夹；取缔,,,,,
 clan,n.氏族，部落；宗派,,,,,
 clarify,v.澄清，使液体清洁,,,,,
 clarity,n.清澈，明晰,,,,,
 clash,v./n.金属碰撞声；互碰；时间冲突；抵触,,,,,
 clasp,n.v.扣子；紧握；拥抱,,,,,
 classic,a.第一流的，最优秀的；传统的 n.古典作品,,,,,
 classical,a.一流的；古典的,,,,,
 classify,vt.把...分类(归类)；分等级,,,,,
 clause,n.条款，从句,,,,,
 clear,a./ad.清楚的(地)，清白的(地) vt.清除,,,,,
 clear away,把…除掉,,,,,
 clear out,离开；把…清出(或出空),,,,,
 clear up,变晴,,,,,
 clearance,n.清除，清理，净空；许可,,,,,
 chiche,n.陈腐思想，陈词滥调,,,,,
 click,vi./n.咔嗒一声,,,,,
 client,n.律师等的当事人，委托人；商店的顾客,,,,,
 climax,n.顶点；小说等的高潮 v.达到高潮,,,,,
 cling,vi.抱紧，坚守,,,,,
 clinic,n.诊所，门诊所,,,,,
 clip,vt.剪短；猛击，痛打 n.回形针；夹子，剪,,,,,
 clockwise,ad.顺时针方向地,,,,,
 closet,n.小储藏室,,,,,
 clue,n.线索,,,,,
 clumsy,a.笨拙的；愚笨的,,,,,
 cluster,n.一串，一簇 vi.群集；丛生,,,,,
 clutch,v.抓住，攫住 n.抓，控制；离合器，攫,,,,,
 coach,vt.辅导，训练 n.长途汽车；教师；教练,,,,,
 coalition,n.结合，联盟，联合,,,,,
 coarse,a.粗(糙)的; 粗俗的,,,,,
 cocaine,n.可卡因，古柯碱,,,,,
 code,n.规则；代号；密码 vt.把...译成密码,,,,,
 coed,n.男女同校的学生,,,,,
 coeducation,n.男女同校,,,,,
 coerce,v.强迫，迫使,,,,,
 cognitive,a.认识的,,,,,
 coherent,a.黏着的；连贯的,,,,,
 coil,n.一卷；一圈 v.盘绕，缠绕,,,,,
 coin,n.硬币，铸币 v.铸造，创造,,,,,
 coincide,vi.恰好相合，时间巧合；意见一致,,,,,
 coincidence,n.巧合，符合，巧合的事例,,,,,
 collaboration,n.协作，合作,,,,,
 collapse,v./n.倒塌；(精神)垮下来,,,,,
 collide,vi.猛冲，冲突，抵触,,,,,
 collision,n.碰，幢;冲突,,,,,
 colonial,a.殖民地的，关于殖民的 n.殖民地居民,,,,,
 colony,n.殖民地；侨民,,,,,
 colossal,a.庞大的,,,,,
 column,n.柱; 柱状物；书报上的栏；纵列,,,,,
 combat,n./vt.战斗，搏斗,,,,,
 combine,v.联合；连结 n.集团，联合企业,,,,,
 combustible,adj.易燃的，可燃的 n.易燃物，可燃物,,,,,
 come,vi.来，达到；开始；出现；成为,,,,,
 come to sb,被想到,,,,,
 come about,发生,,,,,
 come across sb,偶然碰见某人,,,,,
 come along,快点；进展；来到,,,,,
 come apart,破碎，瓦解,,,,,
 come down,倒塌，下降,,,,,
 come of,是...的结果,,,,,
 come off,发生；(计划等)实现；举行,,,,,
 come on,跟随；来吧；发展；开始,,,,,
 come out,出现；出版；传出；罢工；表露；显现,,,,,
 come over sb,(感觉等)支配,,,,,
 come round,(非正式的)绕道而来；过访；重又来到；苏醒,,,,,
 come up,(种子)出土；被提出,,,,,
 come up against,碰到(困难、反对),,,,,
 come up to,达到,,,,,
 come up with,产生；找到,,,,,
 come upon,突然袭击,,,,,
 comedy,n.喜剧；一出喜剧，喜剧性事件,,,,,
 comet,n.慧星,,,,,
 comic,a.喜剧的，滑稽的n.连环漫画杂志；喜剧演出,,,,,
 commemorate,vt.纪念,,,,,
 commence,vt.开始,,,,,
 commend,vt.委托保管；称赞,,,,,
 comment,n./v.评论；批评,,,,,
 commentary,n.集注；评论,,,,,
 commercial,a.商业的，贸易的 n.电视电台广告,,,,,
 commission,n.委任；佣金；军事任职；考察团 vt.委任,,,,,
 commit,vt.犯(罪);干(坏事)；把...交托给,,,,,
 commit oneself,承诺，答应负责,,,,,
 commitment,n.所承诺之事,,,,,
 committee,n.委员会,,,,,
 commodity,n.日用品，商品,,,,,
 commonplace,a.普通的，平凡的,,,,,
 commonwealth,n.全体国民；联邦,,,,,
 commotion,n.混乱，动乱,,,,,
 communication,n.通讯，交往，交流，传达的消息；交通,,,,,
 commute,v.交换，兑换；减轻；经常往来,,,,,
 commuter,n.乘公交车辆上下班者,,,,,
 compact,a.紧密的，紧凑的,,,,,
 company,n.伴随；人群；同伴；公司,,,,,
 comparable,a.可比较的,,,,,
 compare,v.比较，对照；喻为,,,,,
 compartment,n.分隔间；火车车厢的分隔间,,,,,
 compass,n.指南针；圆规；界限,,,,,
 compatible,adj.可兼容的，可和谐共存的,,,,,
 compel,vt.强迫，迫使,,,,,
 compensate,v.赔偿，补偿,,,,,
 compensation,n.赔偿,,,,,
 competence,n.能力，胜任，权限,,,,,
 competition,n.比赛，比赛会,,,,,
 competitive,a.比赛的,,,,,
 compile,vt.编辑，编写,,,,,
 complement,n.补足物，船上的定员；补语 vt.补充,,,,,
 complex,a.复杂的 n.复合体；变态心理,,,,,
 complexion,n.肤色；情况；局面；气质,,,,,
 compliance,n.遵守，依从,,,,,
 complicated,a.结构复杂的；困难的,,,,,
 complication,n.结构复杂，麻烦,,,,,
 compliment,n.敬意，赞扬；问候 vt.恭维；称赞,,,,,
 comply,vt.遵守，照做,,,,,
 component,n.组成部分；零件,,,,,
 compose,v.组成，构成；创作；排字；使安静,,,,,
 composite,adj.合成的，复合的,,,,,
 compound,n./a.混合物(的)，复合词(的)；院子(的),,,,,
 compress,vt.使语言精炼，压缩,,,,,
 comprise,n.(止血用)敷布,,,,,
 compromise,n.妥协，折衷 v.妥协；使遭受危害,,,,,
 compulsory,a.义务的；强制的,,,,,
 compute,v.计算，估计,,,,,
 conceal,vt.隐藏，隐蔽,,,,,
 concede,v.承认; 给予,,,,,
 conceive,v.想出(主意)；怀孕,,,,,
 concentrate,v.集中，全神贯注于；浓缩 n.浓缩物,,,,,
 conception,n.概念的形成，概念，想法；怀孕,,,,,
 concern,"n.所关切的事；企业；关心v.影响,涉及,关切",,,,,
 concerted,adj.商定的，一致的,,,,,
 concession,n.让步，让与物,,,,,
 concise,adj.简明的，简要的,,,,,
 concoct,v.调合；编造(故事等),,,,,
 concrete,n.混凝土 a.有形的；具体的 vt.浇混凝土于,,,,,
 condemn,vt.谴责，迫使；判刑；宣告(建筑)不宜使用,,,,,
 condense,v.浓缩；冷凝；精简,,,,,
 condition,n.条件，状况，环境 vt.决定；支配；训练,,,,,
 on condition that,在...条件下，如果...,,,,,
 condolence,n.吊唁，慰问；吊慰,,,,,
 conducive,adj.有助于...的；有益于...的,,,,,
 confer,v.授予(称号，学位等)；协商,,,,,
 confess,vt.承认；向祖父忏悔,,,,,
 confidence,n.信任，信心，自信 a.骗得信任的,,,,,
 confident,a.确信的，有把握的,,,,,
 confidential,a.机密的；信任的,,,,,
 configuration,n.配置，布局；构造,,,,,
 confine,vt.限制，禁闭,,,,,
 confirm,vt.(权力)使巩固；认可(任命),,,,,
 conflict,n.战斗；斗争；意见(分歧),,,,,
 conform,v.遵从，符合,,,,,
 confront,vt.使面对；面临,,,,,
 confuse,v.使混乱，弄错,,,,,
 confusion,n.混乱，混同,,,,,
 congestion,n.拥挤，混杂,,,,,
 congress,n.代表会议，(C-)(美国等)议会,,,,,
 congruent,a.适合的，一致的，全等的,,,,,
 conjunction,n.连词；联合；连接,,,,,
 conquer,vt.征服；攻克,,,,,
 conquest,n.征服，征服地，掠取物,,,,,
 conscience,n.良心，犯罪感,,,,,
 conscientious,a.认真的，诚心诚意的,,,,,
 conscious,a.清醒的；故意的,,,,,
 consecutive,a.连续的，连贯的,,,,,
 consensus,n.一致，合意,,,,,
 consent,vi./n.同意，允许,,,,,
 consequence,n.结果，后果；重要性,,,,,
 consequent,a.随之发生的,,,,,
 conservation,n.保存，保护,,,,,
 conservative,a.守旧的，保守的 n.保守主义，保守党人,,,,,
 the Conservative Party,英国保守党,,,,,
 conservatory,n.温室；公立艺术学校,,,,,
 conserve,vt.保存，保藏 n.果酱，蜜饯,,,,,
 considerable,a.相当大的；重要的,,,,,
 considerate,a.考虑周到的；体谅别人的,,,,,
 consign,v.运送；交付,,,,,
 consist,vi.组成; 存在,,,,,
 consist of,由…组成,,,,,
 consist in,存在于,,,,,
 console,n.控制台，仪表板；落地柜 vt.安慰，慰问,,,,,
 consolidate,v.巩固; 加强；把...合为一体,,,,,
 conspicuous,a.明显的，引人注目的,,,,,
 conspiracy,n.阴谋，同谋,,,,,
 constant,a.不变的；经常的；坚定的,,,,,
 constituent,a.有选举权的；组成的 v.选民；成份,,,,,
 constitute,vt.组成; 构成; 任命,,,,,
 constitution,n.宪法；体格；构造,,,,,
 constrain,vt.强迫；限制；克制,,,,,
 constrict,vt.压缩，缩小,,,,,
 consult,vt.请教；咨询，查阅,,,,,
 consumer,n.消费者，用户,,,,,
 consumption,n.消费；结核病,,,,,
 contact,vt.接触 n.接触；联络；会晤的人；(电)接触,,,,,
 contaminate,vt.弄脏；污染,,,,,
 contemplate,vt.仔细考虑；注视；打算；预计,,,,,
 contemporary,a.同时代的，当代的 n.同龄人，同时代的人,,,,,
 contempt,n.轻蔑；不尊敬，轻视,,,,,
 contend,v.斗争，竞争，争论,,,,,
 content,n./a./vt.满意(的)，满足(的)；使满意(足),,,,,
 contention,n.竞争，斗争；争论,,,,,
 contest,v.争论，争义，斗争 n.争夺，竞争；比赛,,,,,
 context,n.上下文，(事情)来龙去脉,,,,,
 contingency,n.偶然，偶然事件,,,,,
 continuity,n.继续性,,,,,
 contract,n.合同，契约 v.缔结；负债；感染；使皱缩,,,,,
 contradict,vt.反驳，否认，同...矛盾,,,,,
 contradiction,n.矛盾，对立,,,,,
 contrast,v.使对比，形成对照 n.明显的差别,,,,,
 contribute,v.贡献；促成；投稿,,,,,
 contribution,n.贡献; 捐献,,,,,
 contrive,v.发明; 设计; 设法；造成,,,,,
 controversy,n.论战,,,,,
 controversial,a.引起争论的,,,,,
 convene,v.召集，召唤，集合,,,,,
 convenience,n.便利，方便的设施,,,,,
 convention,n.会议，协定；惯例；习俗,,,,,
 converge,v.会聚，集中,,,,,
 conversely,ad.相反地，逆地,,,,,
 conversion,n.变换，转化，改变；兑换,,,,,
 convert,vt.转变，兑换；使改变信仰,,,,,
 convey,vt.传达；运送；转达,,,,,
 convict,vt.证明...有罪 n.罪犯,,,,,
 conviction,n.定罪；深信,,,,,
 convince,vt.使信服,,,,,
 cooperate,vt.合作，协作,,,,,
 coordinate,vt.使协调,,,,,
 cordial,a.热诚的，衷心的,,,,,
 cork,n.软木 a.软木制的 vt.塞住，抑制,,,,,
 corporate,a.社团的；法人的；共同的,,,,,
 corporation,n.市镇自治机关；法人；公司,,,,,
 corpase,n.尸体；被废弃的东西,,,,,
 corps,n.技术兵种；军团,,,,,
 correlate,v.(使)相关联,,,,,
 correspond,vi.符合，通信，相当于,,,,,
 correspondence,n.通信；符合,,,,,
 correspondent,n.记者，通信者,,,,,
 corresponding,adj.一致的，相同的，相应的,,,,,
 corrode,v.腐蚀，侵蚀,,,,,
 corrupt,a.腐败的，贪污的 v.(使)腐败，贿赂,,,,,
 cosmic,a.宇宙的,,,,,
 cosmopolitan,a.全世界的，世界主义的,,,,,
 costume,n.服装式样；戏服,,,,,
 cosy,a.温暖而舒适的，安逸的,,,,,
 couch,n.长沙发 vt.表达,,,,,
 council,n.政务会，理事会；委员会,,,,,
 counsel,n.劝告；评议；忠告；律师,,,,,
 counter,n.柜台 v.反对，反击,,,,,
 counterbalance,n.平衡，平衡力 vt.使平衡，抵销,,,,,
 counterfeit,a.伪造的 n.伪造 vt.伪造，仿造,,,,,
 counterpart,n.对应的物或人,,,,,
 coupon,n.证明持券人有某种权利的卡片，票证，赠券,,,,,
 courier,n.(旅行)服务员；信使；送急件的人,,,,,
 courtesy,n.礼貌，谦恭,,,,,
 coverage,n.承保险别；新闻报道(范围)；保证金,,,,,
 coward,n.胆怯者，懦夫,,,,,
 crack,n.裂缝，破裂声；v.使破裂；噼啪作响,,,,,
 cradle,n.摇篮，策源地；支船架vt.把..放在摇篮里,,,,,
 craft,n.工艺；手工业；船；技巧；诡计,,,,,
 crash,v.碰撞，坠毁，冲过 n.突然坠落；事故,,,,,
 crater,n.火山口; 弹坑,,,,,
 crawl,vi.爬行;缓慢地行进，爬满 n.爬行；自由泳,,,,,
 crease,n.折缝，皱痕 v.起折痕,,,,,
 create,vt.创造；创作；产生；造成,,,,,
 creation,n.创作，创造，创造物,,,,,
 credentials,n.信任状，证书,,,,,
 credible,a.可信任的，可靠的,,,,,
 credit,n.信任，信誉；存款；信用贷款 vt.相信,,,,,
 get credit for sth,把某事的功劳归于自己,,,,,
 be a credit to sb,为某人增光,,,,,
 creep,vi.爬行；缓慢移行；(时间)悄悄过去；蔓延,,,,,
 crevice,n.(岩石、墙等)裂缝,,,,,
 cricket,n.板球；蟋蟀,,,,,
 criminal,n.罪犯 a.犯罪的，刑事上的,,,,,
 cripple,n.跛子；残疾人 vt.使跛，使残疾,,,,,
 crisis,n.转折点；危机,,,,,
 crisp,a.脆的；干脆的 n.油炸马铃薯片 v.(使)发脆响,,,,,
 criterion,n.判断的标准(pl.-ria),,,,,
 critical,a.危急的；批评的；苛求的，关键的,,,,,
 crooked,a.弯曲的，欺诈的,,,,,
 crouch,vi./n.蹲伏,,,,,
 crown,n.王冠，王权；顶部 vt.为...加冕；褒奖,,,,,
 crucial,a.决定性的；紧要关头的,,,,,
 crude,a.天然的，粗鲁的，粗制的,,,,,
 cruise,v.巡航；以节省燃料的速度前进 n.乘船巡游,,,,,
 crumb,n.面包屑；一点点,,,,,
 crumble,v.弄碎，灭亡，消失,,,,,
 crumple,"v.把...弄皱, 满是皱痕；压碎；崩溃",,,,,
 crush,v.压碎，压坏，弄皱，压垮；挤入,,,,,
 crust,n.面包、饼皮；硬外皮；屯饪,,,,,
 crystal,n.水晶，水晶饰品，结晶体；最好的玻璃器,,,,,
 cube,n.立方(体),,,,,
 cucumber,n.黄瓜,,,,,
 cue,n.提示，暗示,,,,,
 culminate,vt.使达高潮，使结束,,,,,
 culminate in,达到顶点,,,,,
 cultivate,vt.耕作; 培养,,,,,
 culture,n.人类能力的高度发展，文化，教养，文明,,,,,
 cumbersome,a.笨重的，不便携带的,,,,,
 cumulative,a.累积的，累加的,,,,,
 cunning,n./a.狡猾(的)，精巧(的),,,,,
 cupboard,n.碗橱,,,,,
 curb,n./v.勒马的皮带；控制，约束,,,,,
 cure,v.治愈；加工处理 n.治愈，疗法；对策,,,,,
 curl,n.卷毛；卷发 v.使卷曲,,,,,
 currency,n.通用，流通，货币,,,,,
 current,a.当前的；通用的；流行的 n.水流；气流,,,,,
 curriculum,n.学校的课程,,,,,
 curriculum vitae,n.简短的履历书,,,,,
 curse,n.诅咒，祸因，骂人话 v.咒骂，被...所苦,,,,,
 curtail,v.截短，削减,,,,,
 curve,"n.曲线 v.弄弯, 成曲线",,,,,
 cushion,n.垫子，坐垫，垫状物 vt.装垫子；缓冲,,,,,
 custodian,n.保管人，监护人；公共建筑看守,,,,,
 custom,n.习俗，惯例；光顾；海关,,,,,
 customary,a.通常的；惯例的,,,,,
 cut,v.割，切，剪，砍，削；离开；(线条)相交,,,,,
 cut corners,走捷径,,,,,
 cut across sth,抄近路通过,,,,,
 cut sth down,砍倒，砍死；削减；说服某人降价,,,,,
 cute,a.漂亮的，逗人喜爱的,,,,,
 cutting,n.开凿出来的公路，铁路；剪报 a.锋利的,,,,,
 cylinder,n.圆桶，汽缸,,,,,
 cynical,a.愤世嫉俗的,,,,,
 dairy,n.牛奶及乳品店，牛奶场,,,,,
 dam,n./vt.水坝，筑坝，抑制，阻拦,,,,,
 damp,n./a./v.潮湿(的)，湿气，使潮湿,,,,,
 dart,n.标，镖 vt.投掷 vi.急冲,,,,,
 dash,n./v.撞击；冲，短跑；破折号；闯劲,,,,,
 database,n.数据库,,,,,
 date,n./v.日期；约会,,,,,
 dawn,n./v.黎明；开始；发生,,,,,
 day,n.白天，一天,,,,,
" day in, day out",天天，一天又一天,,,,,
 the other day,(过去)某一天,,,,,
 call it a day,收工,,,,,
 make sb's day,使某人快活,,,,,
 the present day,现代,,,,,
 dazzle,vt.眩目，耀眼,,,,,
 deadlock,n.僵局，僵局,,,,,
 deadly,a.致命的，殊死的 ad.死一般地，非常,,,,,
 deaf,a.聋的；不愿听的,,,,,
 dean,n.(大学)院长，系主任，教务长,,,,,
 dearth,n.缺乏，供应不足,,,,,
 debris,n.碎片，瓦砾堆,,,,,
 decade,n.十年,,,,,
 decay,vi./n.腐朽，腐烂，衰微,,,,,
 deceive,vt.欺骗，诓骗,,,,,
 decent,a.正当的，合适的；文雅的，尚可的,,,,,
 decimal,a.十进法的，小数的,,,,,
 decipher,vt.译解(密码等),,,,,
 deck,n.甲板；公共汽车一层的车厢；纸牌 vt.装饰,,,,,
 declaration,n.宣布，宣言；声明,,,,,
 declare,v.宣告，声明；断言；申报应纳税物品,,,,,
 decline,n./v.下降，衰退，减弱；拒绝,,,,,
 decompose,v.腐败；分解，腐烂,,,,,
 decorate,v.装饰；油漆；授勋,,,,,
 decrease,v./n.减少，减少，减少量,,,,,
 decree,v./n.法令，判决,,,,,
 decrepit,a.老弱的，衰老的,,,,,
 dedicate,vt.奉献，供奉，题献(著作),,,,,
 dedicated,a.献身的，一心一意的，热诚的,,,,,
 deduce,vt.演绎，推论,,,,,
 deduct,vt.扣除，减去,,,,,
 deem,vt.认为，视为,,,,,
 default,vi./n.拖欠，违约；不出庭,,,,,
 defeat,vt./n.打败，战胜,,,,,
 defect,n.缺点，欠缺 vi.背叛，逃跑，开小差,,,,,
 defence,n.防卫，防护，防御物；辩护；被告律师,,,,,
 defendant,n.被告 a.处于被告地位的,,,,,
 defer,vt.推迟，延期,,,,,
 defiance,n.挑战，挑衅；违抗；蔑视,,,,,
 deficiency,n.缺乏，不足，不足之数,,,,,
 deficit,n.空额，赤字,,,,,
 defile,vt.弄脏，污损,,,,,
 definite,a.确切的，明确的,,,,,
 definitive,a.决定的，明确的；最后的,,,,,
 deflate,vt.使(轮胎)瘪下去；降低重要性；紧缩通货,,,,,
 deflect,v.偏斜,,,,,
 defraud,vt.欺骗，欺诈,,,,,
 deft,a.灵巧的，熟练的,,,,,
 defy,vt.公然反抗，蔑视，拒绝服从,,,,,
 degenerate,n./a.堕落(的)，颓废(的),,,,,
 degrade,vt.降级，堕落，贬黜,,,,,
 delectable,a.使人愉快的；美味的,,,,,
 delegate,vt.委派为...代表，授权 n.代表,,,,,
 delete,vt.删除文字，擦去(字迹),,,,,
 deliberate,a.故意的，从容的 v.仔细考虑,,,,,
 delicate,a.细软的，柔嫩的；精美的；微妙的,,,,,
 delicious,a.美味的；可口的,,,,,
 delinquency,n.过失，为非作歹，失职,,,,,
 delirium,n.神智昏迷，说胡话；极度兴奋,,,,,
 deliver,vt.投递，解救；发表；接生,,,,,
 delude,vt.欺骗；哄骗,,,,,
 deluge,n./vt.洪水，暴雨；使泛滥,,,,,
 democracy,n.民主，民主政体，民主社会,,,,,
 demolish,vt.拆毁；废除；驳倒,,,,,
 demonstrate,v.论证，证明；示威,,,,,
 denial,n.拒绝，否认，否定,,,,,
 denomination,n.命名，取名；(度量衡、货币等的)单位,,,,,
 denote,vt.是...的符号，提示，表示,,,,,
 denounce,vt.谴责，斥责,,,,,
 dense,a.浓密的，密集的；愚笨的,,,,,
 dentist,n.牙医,,,,,
 deny,"vt.否认, 否定，拒绝一项要求",,,,,
 depart,vi.离开，启程,,,,,
 depict,vt.描写，描绘,,,,,
 deplete,vt.耗尽，用尽,,,,,
 depletion,n.取尽，用尽,,,,,
 deplore,"vt.哀悼, 非难",,,,,
 deposit,n./vt.存款；定金；沉淀，沉积,,,,,
 depress,vt.降低，使沮丧；使萧条,,,,,
 depression,n.沮丧；消沉；凹陷；萧条时期,,,,,
 deprive,vt.剥夺，使丧失,,,,,
 deputy,n.代表，代理人,,,,,
 derelict,a.被抛弃的,,,,,
 derive,v.得到，起源于,,,,,
 descend,v.下降；下来；遗传；袭击,,,,,
 descent,n.下降；斜坡；血流,,,,,
 description,n.描写，描绘，叙述,,,,,
 desert,n./a.沙漠，无人居住的 v.丢弃，离开,,,,,
 deserve,vt.应得，应受,,,,,
 design,n./v.设计，构思；设计制图术,,,,,
 designate,vt.把...定名为，指派，标出,,,,,
 desirable,a.值得弄到手的，吸引人的,,,,,
 desolate,a.荒芜的，无人居住的，孤寂的 vt.使荒芜,,,,,
 despair,n./vi.绝望，丧失信心,,,,,
 despatch,v.派遣,,,,,
 desperate,a.绝望的；不顾一切的；危急的,,,,,
 despise,v.鄙视，看不起,,,,,
 destination,n.目的地,,,,,
 destine,vt.命中注定；预定,,,,,
 destiny,n.命运,,,,,
 destructive,a.破坏的，破坏性的,,,,,
 detach,v.使分开；拆卸；派遣,,,,,
 detain,vt.留住；扣押，拘留,,,,,
 detect,vt.发现，发觉；侦察,,,,,
 detective,a.侦探的，发觉者的,,,,,
 deter,vt.阻止，使不敢，吓住,,,,,
 detergent,n.去垢剂，清洁剂,,,,,
 deteriorate,v.恶化，败坏,,,,,
 determination,n.决心；决定；确定,,,,,
 detest,"vt.痛恨, 憎恶",,,,,
 detriment,n.损害，损伤,,,,,
 detrimental,a.有害的，不利的,,,,,
 devastate,vt.破坏，蹂躏,,,,,
 devastating,a.破坏性的，毁灭性的,,,,,
 deviate,vi.背离，偏离,,,,,
 devise,vt.设计，想出,,,,,
 devote,vt.把...奉献给,,,,,
 devour,vt.狼吞虎咽地吃；挥霍，耗尽,,,,,
 diagnose,vt.诊断(疾病),,,,,
 diagram,n.图解,,,,,
 dial,n.表面，钟面；拨号盘 vt.打电话,,,,,
 dialect,n.方言，俚语,,,,,
 diameter,n.直径,,,,,
 dictate,v.听写，命令，支配,,,,,
 diet,n./vi.饮食，规定的饮食，忌食,,,,,
 differ,vi.不相同，意见不一致,,,,,
 differentiate,vt.区别，区分,,,,,
 diffuse,v.散开，扩散 a.扩散的；冗长的,,,,,
 digest,vt.消化；领会，融会贯通 n.文摘，摘要,,,,,
 digital,a.数字的，计数的,,,,,
 dignity,n.高贵，尊贵，高位,,,,,
 dilapidated,a.破旧的，坍坏的,,,,,
 dilate,v.使膨胀，扩大,,,,,
 dilemma,n.进退两难的境地，困境,,,,,
 diligent,adj.勤奋的,,,,,
 dilute,vt.使变淡，稀释 a.稀释的,,,,,
 dim,a.暗的，看不清楚的，迟钝的 v.变暗淡,,,,,
 dimension,n.尺寸，尺度，大小,,,,,
 diminish,v.减少，减小，缩小,,,,,
 din,n./v.喧闹，嘈杂,,,,,
 dine,v.吃饭，进餐,,,,,
 dingy,a.脏的，邋遢的,,,,,
 dip,n./v.蘸湿；斜坡；短时间游泳,,,,,
 diploma,n.毕业证书，文凭,,,,,
 diplomat,n.外交家,,,,,
 diplomatic,a.外交的；外交手腕的,,,,,
 directory,n.名录,,,,,
 disable,vt.使无能力，使伤残,,,,,
 disarray,n./vt.弄乱，扰乱,,,,,
 disaster,n.灾难，祸患,,,,,
 disc,n.圆盘，圆面，磁盘；椎间盘,,,,,
 discard,vt.抛弃，遗弃,,,,,
 discern,vt.看出，辨出,,,,,
 discharge,v./n.卸货；排出(液体，气体)；释放,,,,,
 discipline,n./vt.训练，纪律，戒律，惩罚,,,,,
 disclose,vt.透露，泄露,,,,,
 discord,n.不和，争吵，(声音)不和谐,,,,,
 discount,n.折扣 vt.不全信，低估，漠视,,,,,
 discreet,a.谨慎的，思虑两全的,,,,,
 discrete,adj.分离的，不相关联的,,,,,
 discrepancy,n.不一致，差异，不符,,,,,
 discriminate,v.区别，区分；岐视,,,,,
 disdain,"vt./n.蔑视, 轻视",,,,,
 disguise,vt/n.假扮；隐蔽；掩饰,,,,,
 disgust,n./vt.厌恶，讨厌,,,,,
 dismay,n./vt.灰心丧气；惊愕,,,,,
 dismiss,vt.解散；解雇；不考虑；消除,,,,,
 disorder,n./vt.混乱，骚动，(身心)失调,,,,,
 dispatch,v./n.派遣，发送，迅速办理，急件,,,,,
 dispel,vt.驱逐，消除,,,,,
 disperse,vt.(使)散开，使疏开，使分散,,,,,
 displace,vt.转移，取代,,,,,
 display,vt./n.展览，陈列,,,,,
 dispose,v.处理，处置，除去,,,,,
 disposition,n.性情，气质；布置；配置,,,,,
 dispute,v./n.争论，争执，质疑,,,,,
 disregard,vt./n.不理，漠视,,,,,
 disrupt,vt.使分裂，瓦解,,,,,
 dissertation,n.(博士学位)论文，学术演讲，专题论文,,,,,
 dissipate,v.消散，消失；浪费，挥霍,,,,,
 dissolve,v.使液化，融化；使解散,,,,,
 distend,v.(使)扩张；膨胀,,,,,
 distil,v.蒸馏,,,,,
 distinct,a.不同的，清楚的，独特的,,,,,
 distinction,n.差别，区分；卓著，荣誉,,,,,
 distinguish,v.区别，识别；使显赫,,,,,
 distort,vt.歪曲，弄歪，曲解,,,,,
 distract,vt.分散(注意力等),,,,,
 distraction,n.消遣，娱乐，精神涣散,,,,,
 distress,n./vt.悲痛，忧伤；贫苦；危难,,,,,
 distribute,vt.分发，分配，散布,,,,,
 disturb,vt.打扰，扰乱,,,,,
 disturbance,n.打扰，骚动,,,,,
 ditch,n.排水沟，沟渠 v.附入沟中，抛弃,,,,,
 diverse,a.多种多样的,,,,,
 diversion,n.转向；水遣；改道,,,,,
 divert,vt.转向,,,,,
 dividend,n.红利，股息,,,,,
 divine,adj.神的，极好的 v.占卜,,,,,
 dizzy,a.使人头晕的，眩晕的,,,,,
 have to do with,与…有关,,,,,
 do away with,废除；弄死,,,,,
 do with,需要,,,,,
 do without,没有…也行,,,,,
 dock,n.船坞；码头；刑事被告席 v.引入船坞,,,,,
 doctrine,n.教义，教条,,,,,
 dodge,v.躲闪，躲开,,,,,
 dole,n.施舍，悲哀,,,,,
 domain,n.领土，领域，范围,,,,,
 dome,n.圆屋顶,,,,,
 domestic,a.家的，家庭的，本国的 n.佣人,,,,,
 dominant,a.支配的，统治的,,,,,
 dominate,v.统治，支配，俯瞰，俯视,,,,,
 donation,n.捐款，捐赠,,,,,
 doom,n.毁灭，死亡 vt.注定，判定,,,,,
 dormant,a.休眠的，暂死的,,,,,
 dose,n.(药)一剂，一服 vt.给...服药,,,,,
 dot,n.小点，小圆点 vt.加上小点，散布于,,,,,
 doubtful,a.有疑问的；怀疑的,,,,,
 doubtless,ad.无疑地,,,,,
 downpour,n.倾盆大雨,,,,,
 downtown,a./ad.在城市的商业区,,,,,
 doze,vi./n.打盹儿，小睡,,,,,
